date,year,type,country,area,location,activity,sex,injury,fatal_(y/n),time,species,href,species_sorted,age3,month_attack
07-Sep-1961,1961.0,Unprovoked,PERSIAN GULF,25 km off the coast of Iran & 483km from mouth of Persian Gulf,Khark Island,"Free diving, surveying a pipeline & examing cathodes under jetty",M,"3"" cut on sole of foot",N,Morning,1.5 m to 1.8 m  [5' to 6'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.11.01-Rabaul.pdf,6' shark,20.14011745573147,Sep
Reported 06-Sep-1961,1961.0,Provoked,ITALY,Venice Province, Chioggia,Fishing,M,Left foot & right hand bitten by netted shark PROVOKED INCIDENT,N,,1 m shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.10.07-PortugueseSoldier.pdf,,33,Sep
Reported 06-Sep-1961,1961.0,Provoked,ITALY,Venice Province, Chioggia,Fishing,M,Left foot & right hand bitten by netted shark PROVOKED INCIDENT,N,,1 m shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.10.07-PortugueseSoldier.pdf,,37,Sep
06-Sep-1961,1961.0,Invalid,AUSTRALIA,Western Australia,Broome,Attaching a line at sea,NaN,Shark involvement prior to death unconfirmed,NaN,,Shark involvement prior to death was not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.10.05-PapuaNewGuinea.pdf,,25.506816150427152,Sep
20-Aug-1961,1961.0,Unprovoked,USA,California,"Portuguese Beach at mouth of Salmon Creek, Sonoma County",Swimming,M,"Foot, leg  & groin lacerated",N,Morning,"White shark, 4 m [13'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.10.04-JamesHay_Collier.pdf,White shark,16,Aug
16-Aug-1961,1961.0,Unprovoked,USA,South Carolina,"Pawleys Island, Georgetown County",Wading,M,"Right arm bitten. Left leg bitten, surgically amputated ",N,Morning,White shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.10.02-FijianCook.pdf,White shark,19,Aug
04-Aug-1961,1961.0,Unprovoked,BERMUDA,,6 miles from shore,Spearfishing,M,Right hand lacerated,N,Morning,"Blacktip shark, 1.8 m to 2.1 m [6' to 7'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.10.00-Etuate.pdf,Blacktip shark,22,Aug
02-Aug-1961,1961.0,Unprovoked,USA,Hawaii,"Pearl Harbor Channel, O'ahu","Net fishing, picking catch from the net",M,Hand bitten,N,Afternoon,2.4 m [8'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.09.30-Daguinot.pdf,8' shark,38,Aug
01-Aug-1961,1961.0,Provoked,PAPUA NEW GUINEA,Sandaun Province,Vanimo  on Musu side of Wutong anchorage,"Fishing, two large sharks passed. He speared one and it bit him",M,Thigh lacerated PROVOKED INCIDENT,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.09.27-Rawlinson.pdf,,19.96739827205714,Aug
29-Jul-1961,1961.0,Provoked,USA,New York,Whitewood Point on Lloyd Neck in Oyster Bay,Spearfishing,M,Puncture wound on right shin & fingers lacerated by speared shark PROVOKED INCIDENT,N,Afternoon,"43"" shark",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.09.26.b-Walker.pdf,,57,Jul
16-Jul-1961,1971.0,Unprovoked,TURKEY,Anatolia,"?nciralti Beach, ?zmir ",Swimming,M,Left leg injured,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.09.26.a-Wines.pdf,,16,Jul
07-Jul-1961,1961.0,Provoked,AUSTRALIA,Queensland,Cape Moreton,Shark fishing,NaN,"No injury to occupant, hooked shark bit boat's rudder PROVOKED INCIDENT",N,,"White shark, 5.2 m [17'], 2500-lb ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.09.11-Tervo.pdf,White shark,32.65315505160027,Jul
Jul-1961,1961.0,Unprovoked,ITALY,Adriatic Sea,Riccione,Spearfishing,M,Foot bitten,N,Afternoon,"White shark, 4.5 m ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.09.10.R-India.pdf,White shark,21,Jul
Jul-1961,1961.0,Provoked,PANAMA,,"Jarque, just south of Pi?as Bay",Fishing (trolling)  from canoe,M,"FATAL, hooked shark pulled him into the water PROVOKED INCIDENT",Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.09.02-NV-InflatableRaft.pdf,,10,Jul
24-Jun-1961,1961.0,Unprovoked,USA,Florida,"500 yards from Fowey Rock Light, 9 miles east of Key Biscayne, Miami",Scuba diving & spearfishing ,M,"FATAL, arm severed & left side of torso removed ",Y,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.09.00-French-woman.pdf,,23,Jun
18-Jun-1961,1961.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Standing,M,Lacerations to left leg,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.31.R-Azores.pdf,,25,Jun
Reported 06-Jun-1961,1961.0,Boat,USA,Florida,"Ponte Vedra Beach, St. Johns County",Spearfishing on Scuba,M,"No injury to diver or occupants of the boat, shark butted boat ",N,,Hammerhead shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.30-Cox.pdf,Hammerhead shark,27.551350395210356,Jun
02-Jun-1961,1961.0,Unprovoked,NEW BRITAIN,East New Britain Province,Rabaul,Spearfishing,M,Minor injuries to arm,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.25-Fukushi.pdf,,24.4842510521723,Jun
01-Jun-1961,1961.0,Provoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Rossun, Manus","Fishing, speared shark upset canoe & man fell in water",M,"Left thigh severely bitten, but he regained  the canoe, then shark bit canoe PROVOKED INCIDENT",N,,2.7 m [9']shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.20-PilarII.pdf,,19,Jun
21-May-1961,1961.0,Unprovoked,USA,California,"Tomales Point, Marin County",Free diving for abalone,M,"No injury, wetsuit bitten",N,Morning,White shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.15.b-Seymour.pdf,White shark,20,May
17-May-1961,1961.0,Unprovoked,NEW BRITAIN,East New Britain Province,Kokopo,Collecting dynamited fish,M,Thumb & 2 fingers severed,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.15.a-Neal.pdf,,45.57779186454336,May
15-May-1961,1961.0,Unprovoked,USA,Florida,"Laguna Beach, Bay County",Walking in chest-deep water,M,Middle finger of left hand & right forearm lacerated,N,Morning,"Hammerhead shark, 500-llb ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.14.b-Wright.pdf,Hammerhead shark,52,May
07-May-1961,1961.0,Provoked,AUSTRALIA,Western Australia,"Quinns Rocks, south of Yanchep",Spearfishing,M,"No injury, speared shark hit speargun PROVOKED INCIDENT",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.14.a-Fishingboat.pdf,,21.11487318417052,May
30-Apr-1961,1961.0,Invalid,USA,Florida,Palm Beach County,Splashing ,M,Abdomen abraded,NaN,Afternoon,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.13-Ide-Turner.pdf,,10,Apr
25-Apr-1961,1961.0,Provoked,AUSTRALIA,New South Wales,"Trial Bay, north of Kempsey",Spearfishing,M,Speared shark bit Davy's ankle &  Pierpont's right leg  PROVOKED INCIDENT,N,Afternoon,"Wobbegong shark, 1.4 m [4'6""] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.12-Tomaz.pdf,Wobbegong shark,26.781262846192835,Apr
21-Apr-1961,1961.0,Unprovoked,MOZAMBIQUE,Gaza,"Sepulveda Beach, Xai Xai",Swimming,M,"Multiple injuries to both hands, left leg & foot",N,Morning,Zambesi shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.11-Tsuchiya.pdf,Zambesi shark,37,Apr
17-Apr-1961,1961.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth Oceanarium,Diving,M,Shark bit swimfin after diver kicked shark PROVOKED INCIDENT,N,,"2 m  ""yellow belly"" captive shark. Shark destroyed by aquarium staff next day",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.10-Fields.pdf,,43.95067638748509,Apr
16-Apr-1961,1961.0,Unprovoked,USA,Florida,"Fowey Rock Light, Miami",Spearfishing,M,Thigh bitten,N,,"Tiger shark, 3 m [10']",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.05-Hill.pdf,Tiger shark,22,Apr
16-Apr-1961,1961.0,Provoked,AUSTRALIA,New South Wales,Otford,Spearfishing,M,Speared shark bit his foot  PROVOKED INCIDENT,N,,"Wobbegong shark, O. barbatus,  1.8 m [6'], identified by G.P. Whitley",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.02-Giglio.pdf,Wobbegong shark,21,Apr
14-Apr-1961,1961.0,Unprovoked,AUSTRALIA,New South Wales,10 miles off Nambucca Heads  onboard trawler,"Checking fish traps, fell into the water",M,Tiny cuts & bruises on neck  ,N,Night," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.07.30-Randles_Collier.pdf,,40,Apr
09-Apr-1961,1961.0,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,"Swimming, using bundles of sticks as raft",M,"FATAL, extensive abdominal wounds, died 4 days later  ",Y,Morning,Zambesi shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.07.28-Fleet_Collier.pdf,Zambesi shark,38,Apr
08-Apr-1961,1961.0,Sea Disaster,PERSIAN GULF,United Arab Emirates,Dubai,Cargo ship Dara sank after collision with another ship during a severe storm,NaN,Some of the survivors said to have been bitten by sharks,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.07.25.b-Ishida.pdf,,-6.457913680497391,Apr
03-Apr-1961,1961.0,Unprovoked,AUSTRALIA,Victoria,Flinders Island,Spearfishing,M,"No injury, right sleeve of wetsuit ripped, weight on belt gashed",N,,"Grey nurse shark, 2,7 m [9'], 200-lb ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.07.25.a-Agnew.pdf,,24,Apr
Apr-1961,1961.0,Provoked,AUSTRALIA,Western Australia,Rottnest Island,Spearfishing,M,Speared shark bit his arm & seat of pants of diving suit  PROVOKED INCIDENT,N,,"Wobbegong shark, 1.4 m [4.6'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.07.23.b-WoodrowSmith.pdf,Wobbegong shark,18.575056534914204,Apr
30-Mar-1961,1961.0,Unprovoked,AUSTRALIA,South Australia,Glenelg Breakwater,Spearfishing,M,"Shark took his entire catch, lacerated his knee and tore his wet suit as it brushed past him",N,,"Bronze whaler shark, 2.4 m [8'] Identified by Clyde Buttery",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.07.23.a-Geitel.pdf,,24,Mar
18-Mar-1961,1961.0,Unprovoked,AUSTRALIA,Victoria,Lady Beach at Warrnambool,Swimming,M,"Abdomen & arm bitten. Shark, holding him by the arm, leapt 4' to 5' above the surface",N,,3 m [10'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.07.03-Rio-Atranto.pdf,10' shark,24,Mar
14-Mar-1961,1961.0,Provoked,AUSTRALIA,Western Australia,Shark Bay,Fishing from dinghy,F,Hooked shark hauled on board bit her foot PROVOKED INCIDENT,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.07.02-Scherer.pdf,,-0.5575290267953683,Mar
12-Mar-1961,1961.0,Unprovoked,AUSTRALIA,South Australia,Aldinga Beach,Spearfishing,M,Left leg bitten  & left forearm lacerated,N,Afternoon,"White shark, 3.7 m [12'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.07.00.b-boat-R-Wade.pdf,White shark,21,Mar
09-Mar-1961,1961.0,Unprovoked,NORTH PACIFIC OCEAN,Wake Island (EnenKio),"Leeward side of island, directly in back of Mid-Pac barrel storage area",Free diving,M,Right elbow bitten,N,Afternoon,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.07.00.a-Lobster-fishermen.pdf,,33,Mar
07-Mar-1961,1961.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,St. Lucia,Fishing,M,Landed shark in boat bit his left leg  PROVOKED INCIDENT,N,,"Zambesi shark, 4'9""",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.06.26.R-Steinberg.pdf,Zambesi shark,44,Mar
Mar-1961,1961.0,Unprovoked,FIJI,"19S, 178?E","Wotua Beach, 70 miles from Suva",Floating on back,M,Right forearm bitten,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.06.14.b-Topete.pdf,,2.1629280304487146,Mar
17-Feb-1961,1961.0,Provoked,USA,Pennsylvania,"Fairmount Park Aquarium, Philadelphia",Cleaning a tank,M,Thumb lacerated by captive shark PROVOKED INCIDENT,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.06.14.a-Pamperin_Collier.pdf,,30,Feb
17-Feb-1961,1961.0,Unprovoked,AUSTRALIA,Victoria,Mount Martha Beach,Standing,F,"Ankle bitten by small gummy shark, minor injury",N,Evening,"2' ""banjo shark""",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.06.13-McNeill.pdf,,47.51180901783593,Feb
16-Feb-1961,1961.0,Unprovoked,JAMAICA,,,,M,FATAL,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.05.30-TonyDicks.pdf,,29.060468703684275,Feb
12-Feb-1961,1961.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Sea Point,"Spearfishing, shark grabbed his white t-shirt and towed him ",M,Torso bruised & abraded ,N,,1.5 m [5'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.05.16-Goldback.pdf,5' shark,27,Feb
01-Feb-1961,1961.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Swimming,M,"FATAL, multiple injuries to both legs, feet & left arm  ",Y,Afternoon,"2.1 m [7'], 90-kg shark",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.05.07-Kogler_Collier.pdf,,14,Feb
01-Feb-1961,1961.0,Unprovoked,AUSTRALIA,Western Australia,Carnac Island,Collecting crayfish,M,No injury,N,,"Grey nurse shark, 2.7 m [9'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.05.03-Grover.pdf,,25.515111462052204,Feb
Feb-1961,1961.0,Invalid,USA,California,"Topanga Canyon Beach, Santa Monica Bay",,M,Considered a doubtful incident,NaN,,Questionable incident,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.05.00-Green.pdf,,37.612147036316046,Feb
25-Jan-1961,1961.0,Boat,SOUTH AFRICA,Western Cape Province,Frikkies Bay,Fishing for kob,NaN,"No injury to occupants, shark took a gaffed fish they were bringing aboard & hit their boat",N,,4.6 m [15'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.04.27-Holland.pdf,15' shark,30.126160364245006,Jan
22-Jan-1961,1961.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Swimming,M,Left thigh bitten ,N,Afternoon,White shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.04.11-Pearson.pdf,White shark,15,Jan
15-Jan-1961,1961.0,Provoked,AUSTRALIA,New South Wales,Cook Island,Collecting aquarium specimens,M,Right calf  bitten by lassoed shark on deck of surf ski PROVOKED INCIDENT,N,Morning,"Wobbegong shark, 1.5 m [5'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.04.09.b-Fisherman.pdf,Wobbegong shark,27,Jan
06-Jan-1961,1961.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,Standing,M,"Right foot, leg and hand bitten",N,Evening,"White shark, based on bite pattern",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.04.09.a-Fisherman.pdf,White shark,13,Jan
06-Jan-1961,1961.0,Sea Disaster,ATLANTIC OCEAN,9.35N 79.35W,"East of La Grande Island, North of Panama Canal",Pacific Seafarer of US Navy,NaN,"3 were lost, 3 survived",Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.04.05-McAuley.pdf,,44.256770365781314,Jan
06-Jan-1961,1961.0,Provoked,AUSTRALIA,Northern Territory,"Stokes Hill Wharf, Darwin",Fishing,M,Finger bitten by hooked shark PROVOKED INCIDENT,N,,"Hammerhead shark, 1.8 m [6'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.03.29-McKee.pdf,Hammerhead shark,27.234155042327735,Jan
05-Jan-1961,1961.0,Unprovoked,MOZAMBIQUE,Limpopo River,190 km to 240 km from the sea,Swimming,M,Leg bitten ,N,Afternoon,Six Zambesi sharks seen to 1.5 m [5'] in length,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.03.08-Sanchez.pdf,Zambesi shark,20.68307660459913,Jan
03-Jan-1961,1961.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Strandfontein,Standing,M,"Lower left leg bitten, abrasions on back of right leg",N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.03.00-Straughan.pdf,,25,Jan
03-Jan-1961,1961.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Strandfontein,Standing,M,"Lower left leg bitten, abrasions on back of right leg",N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.03.00-Straughan.pdf,,28,Jan
03-Jan-1961,1961.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,,NaN,Human remains (patella & remnants of black swim suit) found in 147-kg raggedtooth shark,NaN,,Shark involvement prior to death was not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.02.28-boat-Crew-Thatcher.pdf,,18.517335957569472,Jan
Reported 02-Jan-1961,1961.0,Boat,AUSTRALIA,Tasmania,Off Tasman Island,Ocean racing,NaN,"No injury to occupants, shark struck boat",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.02.27-Gerbeau.pdf,,8.132002271941854,Jan
1961,1961.0,Boat,AUSTRALIA,New South Wales,South coast,Fishing for mackerel,NaN,"No injury to occupant, shark took hooked fish then bit stern of boat",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.02.06-Ururumba.pdf,,20.494073799098782,NaN
01-Jan-1961,1961.0,Unprovoked,COLUMBIA,Roncador Bank,"Roncador Bank, 135 nm north of San Andres ",Taking boat from California to Florida when it ran aground & he was swimming back to boat,M,Leg bitten,N,,1.8 m [6'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.02.02-Battye.pdf,6' shark,16.917222450438857,Jan
1961,1961.0,Unprovoked,NEW CALEDONIA,,,Spearfishing,NaN,Arm injured,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.02.01-Vermaak.pdf,,20.451993366305345,NaN
1961,1961.0,Unprovoked,SENEGAL,Cap Vert Peninsula,Thiaroye Guedi,Free diving for molluscs,M,FATAL,Y,,> 3 m shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.31-Rudd.pdf,,20,NaN
1961,1961.0,Sea Disaster,USA,Hawaii,Maui,Light aircraft ditched at sea,NaN,3 of the 4 passengers killed by sharks,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.27-Swienty.pdf,,34.73371167546513,NaN
27-Dec-1960,1960.0,Unprovoked,USA,Hawaii,"Maile Point, O'ahu",Swept out to sea while net fishing,M,"FATAL  Shark seen attacking Riley, body recovered off Nanakuli",Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.25-Grave.pdf,,45.99343561657777,Dec
27-Dec-1960,1960.0,Unprovoked,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",,F,"Shark brushed past, minor injuries if any",NaN,,3 m [10'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.17.b-Derry.pdf,10' shark,27,Dec
24-Dec-1960,1960.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Margate,Swimming,M,"FATAL, legs severed ",Y,Afternoon,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.17.a-Neil.pdf,White shark,25,Dec
20-Dec-1960,1960.0,Unprovoked,AUSTRALIA,Queensland,"Colleges Crossing, 54 miles above mouth of the Brisbane River","Fishing, when line became snagged on rock & he dived into water to free it ",M,Left thigh lacerated,NaN,Morning,"Grey nurse shark, 1m ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.15-Schreuder.pdf,,33,Dec
01-Dec-1960,1960.0,Unprovoked,AUSTRALIA,Queensland,"Colledge's Crossing, Brisbane River",Fishing,M,Bitten & survived,N,,"Bull shark, 1m ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.12-Uga.pdf,Bull shark,11.09448483387045,Dec
27-Nov-1960,1960.0,Unprovoked,AUSTRALIA,Queensland,"Blacks Beach, 9 miles north of Mackay",Swimming,M,Right shoulder lacerated,NaN,Afternoon,3' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.02-Suttie.pdf,3' shark,41,Nov
22-Nov-1960,1960.0,Invalid,USA,Florida,"Hutchinson Island Beach, Martin County","Fell overboard, prop slashed arm",F,"FATAL, probable drowning & post mortem scavenging",NaN,,Shark involvement prior to death was not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.00-BadgerHead.pdf,,51,Nov
11-Nov-1960,1960.0,Provoked,AUSTRALIA,Queensland,"Scotts Point, Redcliffe Peninsula",Chasing shark out of bathing area while riding on a surf-ski,M,"Shark knocked him off surf-ski, he inhaled water & had to be resuscitated PROVOKED INCIDENT",NaN,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.00.00.g-SouthKorea.pdf,,17,Nov
06-Nov-1960,1960.0,Unprovoked,AUSTRALIA,Western Australia,Hamelin Bay,"Spearfishing, speared fish retreated to cave where shark grabbed his arm",M,Scratches on right upper arm,NaN,,"Wobbegong shark, 1.8 m [6'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.00.00.f-India.pdf,Wobbegong shark,24,Nov
Nov-1960,1960.0,Boat,SOUTH AFRICA,Western Cape Province,"5 km from Gordons Bay, False Bay",Hand lining for shad,NaN,"No injury to occupants, shark bit 45 cm hole in hull",N,,White shark (tooth fragments recovered from hull of boat),http://sharkattackfile.net/spreadsheets/pdf_directory/1959.00.00.e-Tapavica.pdf,White shark,21.881062863110923,Nov
Nov-1960,1960.0,Provoked,NEW GUINEA,Western District,Toro Passage,,M,Left wrist bitten by netted shark placed in bottom of dinghy PROVOKED INCIDENT,NaN,,"1.4 m [4'6""] blacktip shark",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.00.00.d-Poi.pdf,,21.375739381554478,Nov
Nov-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Abau Subdistrict,Fishing,M,"FATAL, severely bitten genitals & thighs ",Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.00.00.c-Kalapiai.pdf,,10.980521888532763,Nov
25-Oct-1960,1960.0,Sea Disaster,USA,California,"Off Point Mugu, Ventura County",Ejected from F3H-2 aircraft ,M,"No injury, shark hit his foot & circled",N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.00.00.b-Pasinganlas.pdf,,36,Oct
24-Oct-1960,1960.0,Boat,SOUTH AFRICA,Western Cape Province,"Jacobs Bay Reef, Saldanha Bay",Fishing for rock lobsters,NaN,"No injury to occupants, shark rammed & bit  boat",N,,"White shark, 3.7 m to 4.6 m [12' to 15'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.00.00.a-Morobe.pdf,White shark,17.957413392532676,Oct
01-Oct-1960,1960.0,Invalid,AUSTRALIA,New South Wales,North Head,Fishing,M,"Swept off rocks & presumed to have drowned, shark seen in area",NaN,,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.12.28-Constantinople.pdf,,24,Oct
Oct-1960,1960.0,Unprovoked,PAPUA NEW GUINEA,New Britain,"East Nakanai, Talasea",Collecting shells,M,Injuries to leg & foot,NaN,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.12.27-Taludig.pdf,,26,Oct
Oct-1960,1960.0,Sea Disaster,RED SEA / INDIAN OCEAN,Enroute from Suez to Aden (Yemen),,Cargo ship El Gamil entroute Suez to Yemen (Aden) when her cargo shifted and she sank. 19 Egyption sailors jumped into the water and swam for several hours before being bitten by sharks,M,"Sharks attacked sailors in the water, several survivors picked up",Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.12.23-Geldenhuys.pdf,,36.538454925486626,Oct
Oct-1960,1960.0,Invalid,USA,Florida,Haulover Inlet,Diving,M,"Apparently went missing while diving. Helicopter searching for him spotted school of sharks attacking a ""white object"" 15' below the surface",NaN,,Questionable incident,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.12.13-Weaver.pdf,,36.63017086048095,Oct
Oct-1960,1960.0,Boat,SOUTH AFRICA,Western Cape Province,False Bay,Fishing,NaN,"Shark rammed boat, breaching its hull",N,,"White shark, 18 mm tooth fragment  recovered from the hull",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.12.12-Samoa.pdf,White shark,29.622530299376752,Oct
Oct-1960,1960.0,Invalid,JOHNSTON ISLAND,,,"Free diving / photography, kneeling on sand",M,"No injury, shark made threat display",NaN,Afternoon,Invalid,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.11.23-Spronk.pdf,,37,Oct
24-Sep-1960,1960.0,Provoked,USA,South Carolina,"Atlantic Beach, Horry County",Fishing inside net,M,"Multiple superficial lacerations of leg, arm & hand PROVOKED INCIDENT",N,,"2.4 m [8'], 600-lb shark",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.11.14-FalseBayFisherman.pdf,,39.07207170811991,Sep
22-Sep-1960,1960.0,Sea Disaster,PACIFIC OCEAN,180 miles southeast of Okinawa,,R5D aircraft went down with 29 on board,M,One body sighted but not recovered due to shark activity,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.11.07.R-MbukeIsland.pdf,,17.44177551701756,Sep
18-Sep-1960,1960.0,Boat,AUSTRALIA,Western Australia,Frenchman Bay,,NaN,"No injury to occupants, toothmarks on bottom & side of dinghy",N,,3.7 m [12'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.11.05-boat-Shay.pdf,12' shark,32.861009264372164,Sep
02-Sep-1960,1960.0,Invalid,MARSHALL ISLANDS,Eniwetok Atoll,Lagoon along Sand Island,Free diving / Spearfishing,M,"No injury, shark made a threat display",NaN,Afternoon,Invalid,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.10.12-Allman_Collier.pdf,,22.353918894272294,Sep
01-Sep-1960,1960.0,Invalid,MARSHALL ISLANDS,Eniwetok Atoll,Parry Island,Free diving / Spearfishing,M,"No injury, shark made a threat display",NaN,Afternoon,Invalid,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.10.05-Evans.pdf,,40.010890152755124,Sep
30-Aug-1960,1960.0,Unprovoked,USA,New Jersey,"Ocean City, Cape May County",Swimming 3 miles offshore,M,Right leg severely lacerated,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.10.00.b-Acapulco.pdf,,25,Aug
29-Aug-1960,1960.0,Sea Disaster,SENEGAL,Cap-Vert Peninsula,off Dakar,Air disaster: crash of Air France Super Constellation ,NaN,All 63 on board perished when the aircraft hit the water. Sharks hampered retrieval of bodies,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.10.00.a-EastNakanai.pdf,,62.32380095756785,Aug
