date,year,type,country,area,location,activity,sex,injury,fatal_(y/n),time,species,href,species_sorted,age3,month_attack
11-Oct-2008,2008.0,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie,Surfing,M,"No injury, board damaged",N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.08-Griffin.pdf,,15,Oct
08-Oct-2008,2008.0,Unprovoked,USA,Florida,"Santa Rosa Beach, Walton County",Fishing,M,Lacerations,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.05-Wilson.pdf,,11,Oct
06-Oct-2008,2008.0,Unprovoked,CROATIA," Split-Dalmatia Count,","Smokvina Bay, Vis Island",Spearfishing,M,Calf bitten,N,Afternoon,5 m white shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.04-Corr.pdf,,43,Oct
28-Sep-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Small puncture wounds to the heel of left foot,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.03.b-Daytona.pdf,,44,Sep
28-Sep-2008,2008.0,Unprovoked,USA,Florida,Bethune Beach,Surfing,M,Right foot bitten,N,Morning,+3' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.03.a-Iaciofano.pdf,3' shark,40,Sep
15-Sep-2008,2008.0,Provoked,AUSTRALIA,Northern Territory,Near Croker Island,Swimming,M,Right hand lacerated by netted shark PROVOKED INCIDENT,N,Afternoon,Bronze whaler shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.28.b-Sumait.pdf,,43,Sep
14-Sep-2008,2008.0,Unprovoked,USA,Florida,"Ormond-by-the-Sea, Volusia County",Swimming,M,Lacerations to foot,N,Afternoon,2' to 3' juvenile shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.28.a-Endris.pdf,,32,Sep
09-Sep-2008,2008.0,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",Surfing,M,Bitten on right thigh & calf,N,Afternoon,Tiger shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.26-Coursey.pdf,Tiger shark,40,Sep
08-Sep-2008,2008.0,Unprovoked,USA,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,M,"No injury to surfer, board bitten",N,Morning,"White shark, 14' to 16' ",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.25-Smith.pdf,White shark,10.652363447199814,Sep
07-Sep-2008,2008.0,Unprovoked,AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",Surfing,M,Shark became tangled in his surfboard leash. The surfer was not injured,N,Afternoon,3 m shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.22-Pennington.pdf,,51,Sep
06-Sep-2008,2008.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,Minor injury to foot,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.20-DelawareFisherman.pdf,,43,Sep
06-Sep-2008,2008.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,Minor injury to foot,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.19.c-Olstad.pdf,,15,Sep
01-Sep-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Shark bumped right ankle,N,Morning,4' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.19.b-NewSmyrnaBeach.pdf,4' shark,52,Sep
Sep-2008,2008.0,Unprovoked,USA,Florida,Hutchinson Island,Surfing,M,Right hand bitten,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.19.a-boy.pdf,,3.6283285431275765,Sep
30-Aug-2008,2008.0,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,M,"No injury, bumped off board by the shark",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.15-Lynch.pdf,,29,Aug
30-Aug-2008,2008.0,Invalid,USA,Hawaii,"McKenzie Beach Park in Pahoa, Hawai'i ",Swimming,M,Death was probably due to drowning,NaN,Evening,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.12-girl-NewSmyrnaBeach.pdf,,27,Aug
30-Aug-2008,2008.0,Provoked,ENGLAND,North Devon, Lundy Island,Fishing,M,Wrist bitten by hooked shark PROVOKED INCIDENT,N,,Blue shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.11-Barton.pdf,Blue shark,52,Aug
28-Aug-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Superfical cut to left ankle,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.09.b-NoahGreen.pdf,,19,Aug
27-Aug-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Lacerations to lower left leg,N,Morning,6' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.09.a-ChaseCrawford.pdf,6' shark,26,Aug
24-Aug-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County","Swimming, towing surfboard",M,Minor injury to left foot,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.07-Silverman.pdf,,20,Aug
24-Aug-2008,2008.0,Invalid,USA,North Carolina,"Surf City, Topsail Island, Pender County",Surfing,F,Calf bitten,NaN,Evening,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.29-JeffreyClark.pdf,,20,Aug
20-Aug-2008,2008.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Swimming,M,3 lacerations to forearm,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.28-Springer.pdf,,47,Aug
18-Aug-2008,2008.0,Invalid,USA,South Carolina,"North Myrtle Beach, Horry County",,M,Minor injuries,NaN,,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.22-Calandra.pdf,,7,Aug
16-Aug-2008,2008.0,Unprovoked,USA,US Virgin Islands,Buck Island,Treading water,F,Severe lacerations to left foot,N,,8' bull shark or Caribbean reef shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.21-DanPrather.pdf,,38,Aug
12-Aug-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,F,Puncture wounds & 3-inch laceration to right calf,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.19.b-Miller.pdf,,13,Aug
11-Aug-2008,2008.0,Unprovoked,USA,Hawaii,"Ala Moana Beach Park, Oah'u",Diving,M,"No injury, shark grabbed his bag of fish",N,Afternoon,"Tiger shark, 12'",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.19.a-Chapman.pdf,Tiger shark,8.59549620226937,Aug
30-Jul-2008,2008.0,Unprovoked,AUSTRALIA,Victoria,Levys Beach,Surfing,M,"No injury, surfboard leash severed",N,Morning,8' white shark or 7-gill shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.18.b-MattBaker.pdf,,31,Jul
Reported 30-Jul-2008,2008.0,Unprovoked,SOUTH AFRICA,,,,M,Lacerations to fingers,N,,White shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.18.a-Ingelbretsen.pdf,White shark,37.19128119258029,Jul
27-Jul-2008,2008.0,Unprovoked,PANAMA,San Carlos,Playa Teta,Swimming or surfing,M,5 lacerations to left foot,N,Evening,3'  shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.17.b-SusanLevy.pdf,,20.05876947201482,Jul
26-Jul-2008,2008.0,Unprovoked,MEXICO,Cabo San Lucas,,Swimming,M,3 puncture wounds to toe,N,,2'  shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.17.a-NC.pdf,,33,Jul
26-Jul-2008,2008.0,Unprovoked,USA,Hawaii,"Honokowai, Maui",Swimming,M,Minor injury,N,Afternoon,2' to 3' reef shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.10-Regan.pdf,,26.57770849883865,Jul
25-Jul-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Right foot bitten,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.05-Cecil.pdf,,17,Jul
25-Jul-2008,2008.0,Unprovoked,USA,Hawaii,"Lahilahi Point, Oahu",Snorkeling,F,Forearm bitten ,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.04-Bouju.pdf,,44,Jul
24-Jul-2008,2008.0,Unprovoked,USA,North Carolina,"Surf City, Topsail Island, Pender County",Wading,M,Minor lacerations to  toe,N,,3' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.00-Takyi.pdf,3' shark,9,Jul
24-Jul-2008,2008.0,Unprovoked,USA,North Carolina,"Topsail Island, Pender County",Wading,F,Lacerations to dorsum of right foot ,N,Afternoon,3' to 4' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.06.30.b-Gruber.pdf,4' shark,8,Jul
23-Jul-2008,2008.0,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Foot bitten after he stepped on the shark PROVOKED INCIDENT,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.06.30.a-Zinner.pdf,,15,Jul
19-Jul-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,Lacerations to lower left leg,N,Afternoon,4' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.06.25-JustinLewis.pdf,4' shark,16,Jul
18-Jul-2008,2008.0,Unprovoked,EGYPT,,Daedalus Reef,Diving,M,Leg severed,N,,Oceanic whitetip shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.06.24-Yamada.pdf,,17.982381852803222,Jul
13-Jul-2008,2008.0,Invalid,USA,North Carolina,"Carolina Beach, New Hanover County",Body surfing,M,"Bruises, abrasions and some spinal and nerve damage when collided with marine animal, possibly a shark or dolphin.",NaN,,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.06.17-CaseySchmidt.pdf,,52,Jul
11-Jul-2008,2008.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Surfing,M,Laceration to foream,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.06.12-Schaefer.pdf,,24,Jul
09-Jul-2008,2008.0,Unprovoked,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,F,Lacerations to  right foot,N,Evening,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.06.05-JackMoir.pdf,,14,Jul
05-Jul-2008,2008.0,Unprovoked,USA,South Carolina,"Litchfield Beach, Georgetown County",,F,Lacerations to right foot,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.26-Dornquast.pdf,,17,Jul
Late Jul-2008,2008.0,Boating,UNITED KINGDOM,Sussex,"Rock-a-Nore, Hastings",Rowing an inflatable dinghy,M,Shark leapt into & damaged the dinghy but no injury to occupants,N,,"Starry smoothhound shark, 1m",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.24-Firchau.pdf,,16,Jul
28-Jun-2008,2008.0,Invalid,USA,Hawaii,"Kamilo Point, Hawai'i",Wading,M,Probable drowning with post-mortem bites,NaN,Afternoon,Shark involvement prior to death not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.17.R-PhilTanner.pdf,,53,Jun
28-Jun-2008,2008.0,Unprovoked,BAHAMAS,Abaco Islands,,Spearfishing,M,Lacerations to calf,N,Morning,"Bull shark, 6' to 7'",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.16-BeckyCooke.pdf,Bull shark,42,Jun
28-Jun-2008,2008.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surf skiing ,M,"No injury, ski bitten",N,Afternoon,"White shark, 2m",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.12-BlakeFrench.pdf,White shark,46,Jun
Reported 26-Jun-2008,2008.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Struis Bay,Spearfishing (free diving),M,No injury,N,,"White shark, 4.5m",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.10-Manis.pdf,White shark,27.382368461895407,Jun
26-Jun-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Minor laceration to foot,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.09.R-Seychelles.pdf,,29,Jun
26-Jun-2008,2008.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,Lacerations to hand,N,Morning,4.5 to 5' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.08-KingscliffBeach.pdf,5' shark,37,Jun
24-Jun-2008,2008.0,Unprovoked,BRAZIL,Bahia,Guarajuba,Surfing,M,"No injury, board bitten",N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.07.b-PellerMarion.pdf,,16.71671775235842,Jun
21-Jun-2008,2008.0,Boating,USA,California,"West Cove, Catalina Island",Kayaking,F," No injury. Shark bumped kayak, flinging her into the  water. ",N,Morning,"White shark, 15'",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.07.a-HansPruss.pdf,White shark,40,Jun
20-Jun-2008,2008.0,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",Wading,F,Lacerations to lower right calf,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.04-HaitianRefugees.pdf,,35,Jun
11-Jun-2008,2008.0,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre, Olinda",Surfing,M,Laceration to left leg & foot,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.00-Garcia.pdf,,14,Jun
07-Jun-2008,2008.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Body surfing,M,Lacerations & abrasions to right hand,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.26-Lorraine.pdf,,40,Jun
Reported 02-Jun-2008,2008.0,Boating,SCOTLAND,Easter Ross,Balintore Bay,Fishing,NaN,No injury to occupants; shark struck their boat,N,,Basking shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.22-Honyak.pdf,Basking shark,25.093679976000956,Jun
01-Jun-2008,2008.0,Unprovoked,USA,South Carolina,Cherry Grove,Body surfing,F,Foot bitten,N,Evening,5' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.20-ChadGuthrie.pdf,5' shark,15,Jun
01-Jun-2008,2008.0,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",Swimming,M,"Hand severed, buttocks bitten",N,Afternoon,Bull shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.13.R-GonFishin.pdf,Bull shark,14,Jun
26-May-2008,2008.0,Unprovoked,USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",Surfing,M,Biceps & lower arm bitten,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.09-Bertholom.pdf,,9,May
24-May-2008,2008.0,Sea Disaster,BAHAMAS,Grand Bahama Island,Off West End,Sea Disaster,M,Boat capsized in squall. 2 bodies scavenged  by sharks,N,,Tiger sharks in area,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.01-Lomedico.pdf,Tiger shark,17.82290669616656,May
24-May-2008,2008.0,Unprovoked,MEXICO,Guerro,Playa Linda,Surfing,M,Lacerations to right forearm and hand,N,,3 m shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.31.b-Olson.pdf,,49,May
23-May-2008,2008.0,Unprovoked,MEXICO,Guerro,Pantla Beach,Surfing,M,FATAL,Y,,2 m shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.31.a-Waveland.pdf,,21,May
14-May-2008,2008.0,Unprovoked,FIJI,Yasawa Islands,Turtle Island,Night diving,M,FATAL,Y,Night,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.22-EthiopianRefugees.pdf,,28,May
10-May-2008,2008.0,Unprovoked,AUSTRALIA,Western Australia,Albany,Swimming,M,Severe lacerations to left leg,N,Morning,"White shark, 4m",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.21-Chief.pdf,White shark,37,May
07-May-2008,2008.0,Unprovoked,NEW CALEDONIA,North Province,Hienghène,Fishing,M,Lower legs bitten,N,Afternoon,2 small bull sharks,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.20-JodieCooper.pdf,,40,May
07-May-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,2 inch laceration to left lower calf.,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.14.R-Kuehlewind.pdf,,6,May
01-May-2008,2008.0,Provoked,SOUTH AFRICA,,,Fishing,M,Leg bitten by shark taken aboard Japanese trawler PROVOKED INCIDENT,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.12-Ryan.pdf,,24,May
28-Apr-2008,2008.0,Unprovoked,MEXICO,Guerro,Troncones Beach,Surfing,M,FATAL    Severe bite to right thigh,Y,Afternoon,Tiger shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.11-McMichael.pdf,Tiger shark,24,Apr
28-Apr-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,3-inch laceration to dorsal surface of left foot,N,Morning,4' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.05.R-Maretapu.pdf,4' shark,18,Apr
27-Apr-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Calf bitten,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.02.04-Cash.pdf,,24,Apr
26-Apr-2008,2008.0,Unprovoked,NEW CALEDONIA,North Province,Poindimié,Swimming,M,Lacerations to left foot,N,Morning,"Bull shark, 1.8m",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.02.03-McIntosh.pdf,Bull shark,32,Apr
26-Apr-2008,2008.0,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Puncture wounds to right foot                  PROVOKED INCIDENT,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.02.00-Ouvea.pdf,,21,Apr
25-Apr-2008,2008.0,Unprovoked,USA,California,"Solana Beach, San Diego County",Swimming,M,FATAL,Y,Morning,"White shark, 12' to 15'",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.25.b-Jizdny.pdf,White shark,66,Apr
20-Apr-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Cuts & punctures to right foot,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.25.a-ChristyNichole.pdf,,14,Apr
20-Apr-2008,2008.0,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,,M,,NaN,,"Tiger shark, 2.3m ",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.23-Nerhus.pdf,Tiger shark,38.989937411101856,Apr
Reported 19-Apr-2008,2008.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,Free-diving,M,"As he pushd the shark away from his camera, his finger was cut on a tooth",NaN,,"Tiger shark, 13' female",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.19-Houghton.pdf,Tiger shark,2.353732610727196,Apr
18-Apr-2008,2008.0,Invalid,MEXICO,Quintana Roo,"Delfines Beach, Cancun",Swimming,M,Probable drowning with post-mortem bites,NaN,Evening,"Reported by media as shark attack, but shark involvement prior to death was not confirmed",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.14-Masiza.pdf,,32,Apr
17-Apr-2008,2008.0,Invalid,AUSTRALIA,Queensland,"Duranbah, Greenmount Beach",Surfing,M,2 puncture wounds to leg,NaN,Morning,Shark involvement not confirmed; thought to be a barracuda bite,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.09-Sparkes.pdf,,19,Apr
15-Apr-2008,2008.0,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,Puncture wounds to right foot,N,Afternoon,1.5' to 2' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.07-Brodsky.pdf,2' shark,30,Apr
Reported 09-Apr-2008,2008.0,Unprovoked,FIJI,,,Spearfishing,M,Left forearm bitten ,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.05-Reed.pdf,,34.713407509122504,Apr
25-Mar-2008,2008.0,Unprovoked,USA,Florida,"Palm Beach Shores, Palm Beach County",Wading,M,Shin bitten,N,,6' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.12.18-Galvin.pdf,6' shark,15,Mar
Reported 08-Apr-2008,2008.0,Unprovoked,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Surfing,NaN,Foot bitten,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.12.11-Reid.pdf,,9.771121696559689,Apr
08-Apr-2008,2008.0,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Body boarding,M,FATAL,Y,Morning,Bull shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.12.10-Frailey.pdf,Bull shark,16,Apr
03-Apr-2008,2008.0,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,Right foot & ankle bitten,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.12.06-Willoughby.pdf,,18,Apr
28-Mar-2008,2008.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Fishing from surfski,M,Right leg bitten,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.12.02-Golebiowski.pdf,,39,Mar
28-Mar-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",Surfing,M,Foot bitten,N,Evening,4' to 5' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.11.25-Leonida.pdf,5' shark,52,Mar
28-Mar-2008,2008.0,Unprovoked,USA,Florida,"Near Cocoa Beach, Brevard  County",Boogie Boarding,M,Right foot bitten,N,,a small shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.11.11-Gruen.pdf,,7.086181944502144,Mar
23-Mar-2008,2008.0,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,Three small lacerations/ punctures to right foot,N,Morning,2.5' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.11.09-Tebutt.pdf,5' shark,13,Mar
21-Mar-2008,2008.0,Unprovoked,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",Wading,M,Two 3-inch lacerations to right ankle,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.10.31-Perez.pdf,,14,Mar
